,experiment,prep_date,neuron,firing_rate,timing,group,culture_ID
166,with-metal-disc,27-01-2023,35,0.03333333333333333,pre,stim,3-1-1
167,with-metal-disc,27-01-2023,36,0.016666666666666666,pre,stim,3-1-1
168,with-metal-disc,27-01-2023,41,0.025,pre,stim,3-1-1
169,with-metal-disc,27-01-2023,43,0.016666666666666666,pre,stim,3-1-1
170,with-metal-disc,27-01-2023,45,0.008333333333333333,pre,stim,3-1-1
171,with-metal-disc,27-01-2023,46,0.008333333333333333,pre,stim,3-1-1
172,with-metal-disc,27-01-2023,1,0.025,1st,sham,3-1-2
173,with-metal-disc,27-01-2023,3,0.016666666666666666,1st,sham,3-1-2
174,with-metal-disc,27-01-2023,4,0.016666666666666666,1st,sham,3-1-2
175,with-metal-disc,27-01-2023,5,0.03333333333333333,1st,sham,3-1-2
176,with-metal-disc,27-01-2023,6,0.008333333333333333,1st,sham,3-1-2
177,with-metal-disc,27-01-2023,7,0.016666666666666666,1st,sham,3-1-2
178,with-metal-disc,27-01-2023,9,0.008333333333333333,1st,sham,3-1-2
179,with-metal-disc,27-01-2023,10,0.025,1st,sham,3-1-2
180,with-metal-disc,27-01-2023,11,0.008333333333333333,1st,sham,3-1-2
181,with-metal-disc,27-01-2023,12,0.016666666666666666,1st,sham,3-1-2
182,with-metal-disc,27-01-2023,13,0.008333333333333333,1st,sham,3-1-2
183,with-metal-disc,27-01-2023,14,0.0,1st,sham,3-1-2
184,with-metal-disc,27-01-2023,15,0.016666666666666666,1st,sham,3-1-2
185,with-metal-disc,27-01-2023,16,0.008333333333333333,1st,sham,3-1-2
186,with-metal-disc,27-01-2023,17,0.0,1st,sham,3-1-2
187,with-metal-disc,27-01-2023,18,0.016666666666666666,1st,sham,3-1-2
188,with-metal-disc,27-01-2023,19,0.03333333333333333,1st,sham,3-1-2
189,with-metal-disc,27-01-2023,22,0.025,1st,sham,3-1-2
190,with-metal-disc,27-01-2023,23,0.008333333333333333,1st,sham,3-1-2
191,with-metal-disc,27-01-2023,24,0.016666666666666666,1st,sham,3-1-2
192,with-metal-disc,27-01-2023,25,0.008333333333333333,1st,sham,3-1-2
193,with-metal-disc,27-01-2023,27,0.016666666666666666,1st,sham,3-1-2
194,with-metal-disc,27-01-2023,28,0.0,1st,sham,3-1-2
195,with-metal-disc,27-01-2023,29,0.016666666666666666,1st,sham,3-1-2
196,with-metal-disc,27-01-2023,1,0.0,2nd,sham,3-1-2
197,with-metal-disc,27-01-2023,2,0.0,2nd,sham,3-1-2
198,with-metal-disc,27-01-2023,5,0.0,2nd,sham,3-1-2
199,with-metal-disc,27-01-2023,8,0.025,2nd,sham,3-1-2
200,with-metal-disc,27-01-2023,9,0.008333333333333333,2nd,sham,3-1-2
201,with-metal-disc,27-01-2023,10,0.008333333333333333,2nd,sham,3-1-2
202,with-metal-disc,27-01-2023,11,0.016666666666666666,2nd,sham,3-1-2
203,with-metal-disc,27-01-2023,12,0.008333333333333333,2nd,sham,3-1-2
204,with-metal-disc,27-01-2023,13,0.016666666666666666,2nd,sham,3-1-2
205,with-metal-disc,27-01-2023,14,0.025,2nd,sham,3-1-2
206,with-metal-disc,27-01-2023,16,0.016666666666666666,2nd,sham,3-1-2
207,with-metal-disc,27-01-2023,18,0.008333333333333333,2nd,sham,3-1-2
208,with-metal-disc,27-01-2023,19,0.0,2nd,sham,3-1-2
209,with-metal-disc,27-01-2023,23,0.0,2nd,sham,3-1-2
210,with-metal-disc,27-01-2023,1,0.05,pre,sham,3-1-2
211,with-metal-disc,27-01-2023,3,0.03333333333333333,pre,sham,3-1-2
212,with-metal-disc,27-01-2023,4,0.016666666666666666,pre,sham,3-1-2
213,with-metal-disc,27-01-2023,5,0.008333333333333333,pre,sham,3-1-2
214,with-metal-disc,27-01-2023,6,0.016666666666666666,pre,sham,3-1-2
215,with-metal-disc,27-01-2023,7,0.025,pre,sham,3-1-2
216,with-metal-disc,27-01-2023,1,0.016666666666666666,1st,sham,5-1-2
217,with-metal-disc,27-01-2023,2,0.016666666666666666,1st,sham,5-1-2
218,with-metal-disc,27-01-2023,4,0.008333333333333333,1st,sham,5-1-2
219,with-metal-disc,27-01-2023,6,0.03333333333333333,1st,sham,5-1-2
